title,price,size,unit,streetAddress,addressLocality,addressRegion,time_update,post_id,direction,listing_type,road_width,property_type,legal_documents,width,length,num_floors,num_bedrooms,has_dining_room,has_kitchen,has_rooftop,has_parking,is_owner
BÁN LÔ ĐẤT 2 MK 150m2(15x10) GẦN TRỤC Đ NAM KỲ KHỞI NGHĨA- HOÀ TIẾN - ĐÀ NẴNG,"1,2 tỷ",150,m²,Đường Nam Kỳ Khởi Nghĩa,Xã Hòa Tiến,Đà Nẵng,2025-10-12,17432238,,Cần bán,3m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,15m,10m,,,,,,,
"Tôi sắp định cư nước ngoài,nay giảm còn 24 tỷ cho lô đất ngay mặt tiền Hùng Vương -TP.HCM",24 tỷ,2.400,m²,Đường Hùng Vương,Phường Tây Nam,Hồ Chí Minh,2025-10-12,17478086,,Cần bán,50m,"Đất thổ cư, đất ở",,24m,100m,,,,,,,
. BÁN NHÀ 3 TẦNG HOÀI THANH – GẦN KHU PHÁO HOA QUỐC TẾ – VỊ TRÍ VÀNG,"12,6 tỷ",80,m²,Đường Hoài Thanh,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-12,17477977,,Cần bán,7m,Nhà mặt tiền,,5m,,3,4,,,,,
"BÁN NHÀ LÔ GÓC CẦU GIẤY – DÒNG HƠN 2 TỶ/ Năm, DT 130M, 8 TẦNG – Ô TÔ TRÁNH, KD , 54 TỶ.","5,4 tỷ",130,m²,Đường Nguyễn Khang,Phường Yên Hòa,Hà Nội,2025-10-12,17477925,,Cần bán,8m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,6m",20m,8,23,yes,yes,yes,yes,
"Căn hộ dòng tiền Nguyễn Chí Thanh 91m2, 7 tầng, 16 phòng, 19 tỷ, thu 95 triệu/tháng, sổ A4",19 tỷ,91,m²,Đường Nguyễn Chí Thanh,Phường Láng,Hà Nội,2025-10-13,17392395,,Cần bán,"2,5m",Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",16m,7,16,,,,,
Bán đất khu đô thi Lakside bầu tràm,"4,6 tỷ",115,m²,Đường Võ Tự,Phường Hải Vân,Đà Nẵng,2025-10-10,17470958,Tây Bắc,Cần bán,11m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,5m,23m,,,,,,,
"Lô Đất Mặt Tiền Đường 16m Khu View Sông 7x20,5 Sổ Hồng Chính Chủ - KDC Vĩnh Phú","6,6 tỷ",143,m²,Đường Ngô Chí Quốc,Phường Tam Bình,Hồ Chí Minh,2025-10-10,15989895,,Cần bán,16m,"Đất thổ cư, đất ở",,7m,"20,5m",,,,,,,
GIÁ TỐT NHẤT KĐTM ĐẠI KIM - PHÂN LÔ 3 Ô TÔ TRÁNH - VỈA HÈ - KINH DOANH - VĂN PHÒNG AN SINH,26 tỷ,89,m²,Đường Nguyễn Cảnh Dị,Phường Hoàng Liệt,Hà Nội,2025-10-09,17463674,,Cần bán,6m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,,4,4,,,,,
Bán lô đất siêu vip 250m2 đường Bùi Tá Hán sát sông Hàn trục thông 15m đẹp nhất Nam Việt Á,24 tỷ,250,m²,Đường Bùi Tá Hán,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-09,17463533,,Cần bán,15m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,25m,1,1,,,,,
"AC CẦN NHÀ ĐẤT CỦ CHI GIÁ NGỘP LH EM NHÉ, GIÁ CHỈ TỪ 590TR, SỔ HỒNG RIÊNG","1,25 tỷ",100,m²,Đường Hồ Văn Tắng,Xã Củ Chi,Hồ Chí Minh,2025-10-09,17428432,,Cần bán,12m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"5,5m",18m,,,,,,,
Giỏ hàng độc quyền The Sang Residence  Biển chỉ với 56 triệu/m2 giá tốt nhất thị trường,56 triệu / m²,77,m²,Đường Phạm Kiệt,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-09,17462878,,Cần bán,,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,,,28,2,yes,yes,yes,yes,
"Căn hộ 3PN cao cấp tại Hue Heritage – Không gian sống chuẩn Cố đô, tiện nghi trọn vẹn",60 triệu / m²,120,m²,Đường Đống Đa,Phường Thuận Hóa,Huế,2025-10-09,17462743,Đông Bắc,Cần bán,,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,"13,6m","11,5m",8,3,yes,yes,,yes,
"BÁN GẤP: BÁN NHÀ CHÍNH CHỦ TRONG KHU COMPOUND 99C ĐƯỜNG CỘNG HÒA, QUẬN TÂN BÌNH","15,8 tỷ",64,m²,Đường Cộng Hòa,Phường Tân Sơn Nhất,Hồ Chí Minh,2025-10-09,16824891,,Cần bán,"4,8m",Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,16m,4,4,yes,yes,yes,yes,
"CHÍNH CHỦ CẦN BÁN NHÀ MẶT TIỀN TÔ KÝ – TÂN XUÂN, HÓC MÔN - DT: 324M2 - GIÁ: 28TỶ",28 tỷ,324,m²,Đường Tô Ký,Xã Hóc Môn,Hồ Chí Minh,2025-10-09,17008268,,Cần bán,30m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,3m",60m,3,,yes,yes,yes,yes,yes
"(Nhà tốt)Hẻm xịn 8m, nhà đẹp 4 tầng - Khu Bàu Cát - DT: 4.5 x 20m (90m²) - Giá: 13.5 Tỷ","13,5 tỷ",90,m²,Đường Bàu Cát,Phường Tân Bình,Hồ Chí Minh,2025-10-08,17455116,,Cần bán,8m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",20m,4,4,yes,yes,yes,yes,
Bán đất nền FPT City Đà Nẵng các sản phẩm vị trí đẹp tỷ lệ sinh lời lớn,6 tỷ,108,m²,Đường Hoàng Minh Thắng,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-08,17351080,,Cần bán,"7,5m","Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,6m,18m,6,,,,,,
Cần bán đất tặng nhà 2mt đường Lý nhật quan và ngô thì hương,"14,5 tỷ",150,m²,Đường Lý Nhật Quang.,Phường Sơn Trà,Đà Nẵng,2025-10-06,17437925,Đông,Cần bán,"7,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,20m,1,2,,,,,
BIỆT THỰ LÔ GÓC HOÀNG LIỆT 230M - MẶT TIỀN 25M - VIEW VƯỜN HOA,54 tỷ,230,m²,Đường Trần Thủ Độ,Phường Hoàng Liệt,Hà Nội,2025-10-05,17432818,,Cần bán,10m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,25m,,5,6,,,,,
Cần bán lô đất mặt tiền đường liên xã quy hoạch 30m,285 triệu,573,m²,,Xã Lơ Pang,Gia Lai,2025-09-19,17336113,,Cần bán,30mm,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"8,6m",60mm,,,,,,,
LÔ ĐẤT ĐẸP – HÒA XUÂN- CẨM LỆ- FULL THỔ CƯ- 219m² Ô TÔ THÔNG- GIÁ CHỈ 3.75 TỶ.,"3,75 tỷ",219,m²,Đường Quang Châu,Phường Hòa Xuân,Đà Nẵng,2025-10-13,17488349,,Cần bán,4m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"13,5m",16m,,,,,,,
HIẾM CÓ _ BÁN NHÀ  HẺM HOÀNG DIÊU GẦN KIỆT OTO _ 68M² [ NgAng 5m ] 2pn _ GIÁ 3.2 TỶ,"3,2 tỷ",68,m²,Đường Hoàng Diệu,Phường Hòa Cường,Đà Nẵng,2025-10-13,17482943,,Cần bán,2m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,,1,2,yes,yes,yes,,
"Tòa khách sạn Thái Hà, dòng tiền gần 5 tỷ/năm. 116m x7 tầng .",70 tỷ,116,m²,Phố Thái Hà,Phường Kim Liên,Hà Nội,2025-10-13,17461243,,Cần bán,6m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,13m,7,20,yes,yes,yes,yes,
"DÒNG TIỀN 1,2 T.Ỷ/NĂM LÔ GÓC ,MẶT TIỀN LỚN, ĐƯỜNG Ô TÔ TRÁNH - PHONG THUỶ ĐẸP - KINH DOANH",34 tỷ,105,m²,Phố Tôn Thất Tùng,Phường Kim Liên,Hà Nội,2025-10-13,17438045,,Cần bán,6m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,2m",,7,15,yes,yes,yes,yes,
BÁN NHÀ MTKD - 5 TẦNG MỚI - 4.1x21M - CHỢ AN NHƠN -  LÊ ĐỨC THỌ - GÒ VẤP - NHỈNH 9 TỶ,"9,99 tỷ",86,m²,Đường Lê Đức Thọ,Phường An Hội Đông,Hồ Chí Minh,2025-10-13,17479679,,Cần bán,12m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,1m",21m,5,6,yes,yes,yes,yes,
"BÁN 23 LÔ F0 TRUNG TÂM PHƯỜNG HÒA BÌNH, THỦY NGUYÊN",850 triệu,69,m²,Đường Liên Thôn,Phường Hòa Bình,Hải Phòng,2025-10-13,17484958,,Cần bán,4m,"Đất thổ cư, đất ở",,,,,,,,,,
Lô góc 2 mặt tiền 148m2 đường 8m trung tâm Lái Thiêu _ Bình Dương,"4,85 tỷ",148,m²,Đường 3 tháng 2,Phường Lái Thiêu,Hồ Chí Minh,2025-10-13,16331511,,Cần bán,8m,"Đất thổ cư, đất ở",,8m,19m,,,,,,,
Chú em Ty nhờ bán nhà mặt phố Hoàng Mai_Trước sau ô tô tránh_Kinh doanh bất chấp_45 Tỷ,45 tỷ,120,m²,,Phường Tương Mai,Hà Nội,2025-10-13,17372553,,Cần bán,30m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0m,0m,6,8,,,,,
"BÁN GẤP 135M(6.2 x21.8M) ĐƯỜNG NHỰA 12M, SÁT QUỐC LỘ 13, KẾ B.VIỆN HẠNH PHÚC","5,15 tỷ",135,m²,Đường Quốc Lộ 13,Phường Bình Hòa,Hồ Chí Minh,2025-10-13,15184008,,Cần bán,12m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"6,2m","21,8m",,,,,,,
"Tài chính 3.2 tỷ mua ngay nhà Khuông Việt, Tân Phú, 50m2, sổ hồng riêng","3,2 tỷ",50,m²,Đường Khuông Việt,Phường Tân Phú,Hồ Chí Minh,2025-10-13,17473536,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,1,3,yes,yes,yes,yes,
"Bán nhà đường Lê Lợi, Gò Vấp / 50m2 / 3 tỷ 490 triệu / sổ hồng riêng","3,49 tỷ",50,m²,Đường Lê Lợi,Phường Hạnh Thông,Hồ Chí Minh,2025-10-13,17482753,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",11m,2,3,yes,yes,yes,yes,
"BÁN ĐẤT CÁCH BIỂN MÂN THÁI 80M, KIỆT OTO LÊ VĂN THỨ, DT 105,6M2, NGANG 10,6M","7,2 tỷ",106,m²,Đường Lê Văn Thứ,Phường Sơn Trà,Đà Nẵng,2025-10-13,17482601,,Cần bán,"5,5m",Nhà trong hẻm,,11m,,,,,,,,
"XEM NGAY CĂN NHÀ 68m2 NÀY Ở PHẠM TUẤN TÀI. 2 THOÁNG, THANG MÁY - 2 Ô TÔ TRÁNH ĐỖ TRƯỚC NHÀ","23,85 tỷ",68,m²,Phố Phạm Tuấn Tài,Phường Nghĩa Đô,Hà Nội,2025-10-13,16808114,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,,5,4,yes,yes,yes,yes,
"CHÍNH CHỦ BÁN NHÀ VŨ XUÂN THIỀU - 2 MẶT NGÕ KHU PHÂN LÔ - DT 52M , 3 TẦNG  GIÁ 7,7 TỶ","7,7 tỷ",52,m²,Đường Vũ Xuân Thiều,Phường Phúc Lợi,Hà Nội,2025-10-13,17482485,,Cần bán,3m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,3'5m,17m,3,3,yes,yes,yes,yes,
"BÁN NHÀ NGỌC THỤY - GIÁ 16.x tỷ - full nội thất - đt 65m , 5 tầng","16,7 tỷ",65,m²,Đường Ngọc Thụy,Phường Bồ Đề,Hà Nội,2025-10-13,17482006,,Cần bán,3m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,16m,5,4,yes,yes,yes,yes,
Khuôn tiền hiếm 12.x tỷ nhà 6 tầng thang máy phường việt hưng vỉa hè đường 13.5m,"12,5 tỷ",40,m²,Đường Việt Hưng,Phường Việt Hưng,Hà Nội,2025-10-13,17487319,,Cần bán,13m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,,6,3,,,,,
"CHỦ NGỘP HẠ GIÁ BÁN GẤP 230M2 MẶT TIỀN LÊ DUẨN GIÁ 1TỶ950, ĐỐI DIỆN KHU TTTM 77HA","1,95 tỷ",230,m²,Đường Lê Duẩn,Phường Long Thành,Đồng Nai,2025-10-13,16923900,,Cần bán,24m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,10m,23m,,,,,,,
Nhà Mới Siêu To Ngang 8.50 - 4 Tầng - Siêu Rẻ - 7 tỷ 6,"7,6 tỷ",69,m²,Đường Huỳnh Tấn Phát,Xã Nhà Bè,Hồ Chí Minh,2025-10-13,17480276,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"8,50m","8,15m",4,4,yes,yes,yes,yes,
VIP.HOT.Nhà 3 tầng 4x12 Q.7 – Hẻm ô tô 9m – gần Vincom Nam Long- 7ty 6,"7,6 tỷ",48,m²,Đường Huỳnh Tấn Phát,Phường Tân Thuận,Hồ Chí Minh,2025-10-13,17452821,,Cần bán,9m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,12m,3,4,yes,yes,yes,yes,
"Bán nhà Quận 7- ô tô–Huỳnh Tấn Phát gần Phú Mỹ Hưng, 5x16m, 4 tầng-giá 8.65 tỷ","8,65 tỷ",80,m²,Đường Huỳnh Tấn Phát,Phường Tân Mỹ,Hồ Chí Minh,2025-10-13,17470118,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,16m,4,5,yes,yes,yes,yes,
BÁN NHÀ -KHU CHỢ TÂN HƯƠNG- HXH - DT 60M2- 3 TẦNG- HC ĐỦ- GIÁ CHỈ 6.2TY,"6,2 tỷ",60,m²,Đường Văn Cao,Phường Phú Thạnh,Hồ Chí Minh,2025-10-13,16844397,,Cần bán,5m,Nhà mặt tiền,,5m,20m,4,8,yes,yes,yes,yes,
"Chính chủ rao bán nhà tại đường Lê Duẩn - Tp Đà Nẵng; DT đất 108,3 m2; Giá 15,5 tỷ","15,5 tỷ",109,m²,Đường Lê Duẩn,Phường Thanh Khê,Đà Nẵng,2025-10-13,17459840,Đông Nam,Cần bán,15m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"8,6m","12,72m",3,4,,,,,
CHÍNH CHỦ GỬI BÁN MẶT TIỀN TÂN SƠN NHÌ GIÁ TỐT NHẤT 210 TR/M2 NGANG 8.05M2,42 tỷ,196,m²,Đường Tân Sơn Nhì,Phường Tân Sơn Nhì,Hồ Chí Minh,2025-10-13,17487555,,Cần bán,25m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"8,05m",25m,4,4,,,,,
🏡 NHÀ ĐẸP 3 TẦNG – NGUYỄN CÔNG TRỨ – 2PHÚT RA BIỂN MỸ KHÊ 🌊ĐƯỜNG 8M – CHỈ 8 TỶ 2 -,"8,19 tỷ",66,m²,Đường Nguyễn Công Trứ,Phường An Hải,Đà Nẵng,2025-10-13,17485306,,Cần bán,7m,Nhà trong hẻm,,4m,16m,3,4,yes,yes,,yes,
"Chỉ 3 căn Biệt thự đường 24m đối diện khách sạn 5 sao,cách đường Võ Nguyên Giáp khoảng 80m",7 tỷ,150,m²,Đường Võ Nguyên Giáp,Phường Vỹ Dạ,Huế,2025-10-13,17398679,Bắc,Cần bán,24m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,"7,5m",20m,3,4,yes,yes,yes,yes,
"🔥 HÀNG F0 XÃ THIÊN LỘC , CƠ HỘI ĐẦU TƯ SINH LỜI CAO!","6,16 tỷ",80,m²,,Xã Thiên Lộc,Hà Nội,2025-10-13,17482711,Đông Bắc,Cần bán,4m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,16m,,,,,,,
"🌟 “NHÀ HIẾM TRUNG TÂM ĐÀ NẴNG – 4 TẦNG TRẦN PHÚ, NGANG 12M, GARAGE Ô TÔ, GIÁ CHỈ 1X TỶ”","13,8 tỷ",107,m²,Đường Trần Phú,Phường Hải Châu,Đà Nẵng,2025-10-13,17452594,,Cần bán,5m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,12m,9m,4,3,,,,,
Cần tiền bán 2 mảnh  đất Tân Xã gần FPT và ĐHQG CHỈ 2.2 TỶ,"2,2 tỷ",60,m²,Đường Hạ Bằng,Xã Hòa Lạc,Hà Nội,2025-10-13,17487876,,Cần bán,5m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,,,,,,,,
"Lô Góc - Biệt Thự Phân Cấp Tướng Bộ Quốc Phòng - Mỹ Đình, 143m2, MT 22.5m, 4 Tầng, Vỉa Hè",40 tỷ,143,m²,Đường Lê Đức Thọ,Phường Từ Liêm,Hà Nội,2025-10-13,17486361,,Cần bán,10m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,"22,5m",,4,5,yes,yes,yes,yes,
Bán toà nhà 5tầng VIP phố Tây Đỗ Bá Ngay Biểu mỹ khê Đà Nẵng,37 tỷ,140,m²,Đường Đỗ Bá,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-13,17428659,,Cần bán,10m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,22m,5,14,yes,yes,yes,yes,
🔥🔥!SỤP HẦM !🔥 MỘT SỐ CĂN NHÀ MẶT PHỐ NGỘP BANK KHU VỰC HẢI CHÂU CẦN CHUYỂN NHƯỢNG GẤP !,"6,1 tỷ",80,m²,Đường Phan Trọng Tuệ,Phường Hòa Cường,Đà Nẵng,2025-10-13,13941675,Đông Nam,Cần bán,"10,m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,,3,4,,,,,
GIA ĐÌNH CẦN BÁN NHÀ 4 TẦNG TẠI TỨ LIÊN TÂY HỒ – DT 110M² – MT 9M – FULL THỔ CƯ – 22 TỶ,22 tỷ,110,m²,Đường Tứ Liên,Phường Hồng Hà,Hà Nội,2025-10-13,17089113,,Cần bán,"2,3m",Nhà trong hẻm,Sổ hồng/ Sổ đỏ,9m,"12,30m",4,5,yes,yes,yes,,
Nhà 2 tầng tân cổ điển kiệt ô tô tải Lại Thế,"2,95 tỷ",73,m²,Đường Lại Thế,,Huế,2025-10-13,17456623,Tây Nam,Cần bán,4m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,2,3,,,,,
DÃY TRỌ MẶT TIỀN THỦ KHOA HUÂN - 180M2 - NGANG: 6.5M - NỞ HẬU - GẦN BIỂN MỸ KHÊ - 21.9 TỶ,"21,9 tỷ",180,m²,Đường Thủ Khoa Huân,Phường An Hải,Đà Nẵng,2025-10-13,17484720,,Cần bán,"7,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,5m",,1,5,yes,yes,yes,yes,
BÁN LÔ ĐẤT DŨNG SĨ THANH KHÊ – 162M² – NGANG 6M - GẦN BIỂN NGUYỄN TẤT THÀNH – GIÁ 7.9 TỶ,"7,9 tỷ",162,m²,Đường Dũng Sĩ Thanh Khê,Phường Thanh Khê,Đà Nẵng,2025-10-13,17411779,,Cần bán,6m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,6m,,1,1,,,,,
"🏡Sót lại duy nhất 1 lô đất Giá rẻ !! 252m2 (12x22m) View thông cực đẹp, phường Xuân Hương","8,2 tỷ",252,m²,Đường Yên Thế,Phường Xuân Hương - Đà Lạt,Lâm Đồng,2025-10-13,17408431,,Cần bán,5m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,12m,21m,,,,,,,
🏡Chỉ hơn 3 tỷ !!! Sở hữu căn nhà Sổ xây dựng ngay mặt tiền đường nhựa ô tô né nhau,"3,3 tỷ",45,m²,Đường Nguyễn Hữu Cầu,Phường Lâm Viên - Đà Lạt,Lâm Đồng,2025-10-13,17486968,,Cần bán,6m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",10m,3,4,,,,,
"🏡Bán Biệt Thự Nghỉ Dưỡng Đà Lạt đường 3 Tháng 4, DT : 229m² ( 12x 21m ), 4 tầng 11 Phòng",14 tỷ,229,m²,Đường 3 tháng 4,Phường Xuân Hương - Đà Lạt,Lâm Đồng,2025-10-13,17439977,,Cần bán,5m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,12m,21m,3,11,,,,,
"🏡GIÁ TỐT !! Nhà Phố 90m2 ( 5x16m ) Sắp hoàn thiện , phường LangBian – Sổ Hồng Riêng","3,05 tỷ",89,m²,Đường Đankia,Phường Lang Biang - Đà Lạt,Lâm Đồng,2025-10-13,17486743,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,16m,3,4,,,,,
"SẬP HẦM 💥💥💥 NHÀ 3 TẦNG MẶT TIỀN LÊ THANH NGHỊ, S75m2, GIÁ 13.5 TỶ","13,5 tỷ",75,m²,Đường Lê Thanh Nghị,Phường Hòa Cường,Đà Nẵng,2025-10-13,17318293,,Cần bán,11m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,,3,4,yes,yes,yes,yes,
"RẺ NHẤT KHU💥💥💥 CẦN BÁN NHÀ MẶT TIỀN NÚI THÀNH , S162m2, GIÁ 15.5 TỶ","15,5 tỷ",162,m²,Đường Núi Thành,Phường Hòa Cường,Đà Nẵng,2025-10-13,17318630,,Cần bán,11m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,2m",,3,5,yes,yes,yes,yes,
"GIÁ RẺ NHẤT KHU💥 ĐẤT GẦN HỒ NGHINH, S115m², GIÁ 14.5 TỶ 💥","14,5 tỷ",115,m²,Đường Hồ Nghinh,Phường An Hải,Đà Nẵng,2025-10-13,17154382,,Cần bán,5m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"11,5m",,,,,,,,
"CẦN SANG LẠI MÃNH VƯỜN (4.690M2) ĐẤT TC SHR NGAY CHỢ, ỦY BAN DÂN CƯ HIỆN HỮU GIÁ 600 TRIỆU",600 triệu,4.690,m²,,Xã An Long,Hồ Chí Minh,2025-10-13,17474146,,Cần bán,16m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,92m,52m,,,,,,,
🔥 dãy trọ 2 mặt kiệt. kiệt 5m nguyễn Xí  📌Vị trí: Kiệt 167 Nguyễn xí thông 388 tô hiệu,"4,25 tỷ",103,m²,Đường Nguyễn Xí,Phường Liên Chiểu,Đà Nẵng,2025-10-13,17484657,,Cần bán,5m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,10m,,,,,,,,
"🔥 NHÀ 3 TẦNG MẶT TIỀN HOÀ PHÚ 10 – PHƯỜNG HÒA MINH – ( Gò Nảy 5 cũ )   ✨ Nhà đẹp,","6,55 tỷ",85,m²,Đường Gò Nãy 5,Phường Hòa Khánh,Đà Nẵng,2025-10-13,17484924,,Cần bán,"5,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,,3,3,yes,yes,,yes,
🔥 Đất đường Hoà Phú 11 . ( gò nảy 8 cũ )  - Diện tích 100m2  - Hướng Đông Nam.,"5,18 tỷ",100,m²,Đường Gò Nãy 8,Phường Hòa Khánh,Đà Nẵng,2025-10-13,17484528,Đông Nam,Cần bán,"5,5m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,,,,,,,,
🔥 Nhà 3 tầng 3 mê đường Hoà Phú 10 ( gò nảy 5 cũ ) - Diện tích 85m2 ngang 5m,"6,25 tỷ",85,m²,Đường Gò Nãy 5,Phường Hòa Khánh,Đà Nẵng,2025-10-13,17421186,Tây Bắc,Cần bán,"5,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,,3,3,yes,yes,,yes,
Hoà sơn cần bán 1 lô bê tông sát nhựa hoà khánh.,"1,6 tỷ",151,m²,Đường DH8,Phường Hòa Khánh,Đà Nẵng,2025-10-13,17423551,Nam,Cần bán,"5,5m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,23m,,,,,,,
Chủ bán 4000m đất vườn view suối,"3,7 tỷ",4.000,m²,Đường ĐT 602,Xã Hòa Tiến,Đà Nẵng,2025-10-13,17416785,Đông,Cần bán,4m,Trang trại,,5m,54m,,,,,,,
"Ngọc dương lô góc duy nhất 1 lô 4ty3xx.đẹp đường 10,5.","4,35 tỷ",100,m²,Đường Trường Sa,Phường Điện Bàn Đông,Đà Nẵng,2025-10-13,17334355,Tây Nam,Cần bán,"10,m","Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,9m,24m,9,,,,,,
Grencity dự án đẹp nhất song song với đường 27m,"2,85 tỷ",100,m²,Đường Dũng sĩ Điện Ngọc,Phường Điện Bàn Đông,Đà Nẵng,2025-10-13,17288464,Đông,Cần bán,"5,5m","Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,5m,20m,3,,,,,,
"Bán nhà 1T1L 4x30m, mặt tiền chợ Chang p.Tân Đông Hiệp gần Trung Tâm Y Tế Dĩ An","4,85 tỷ",120,m²,Đường N1,Phường Tân Đông Hiệp,Hồ Chí Minh,2025-10-13,16411153,Bắc,Cần bán,16m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,30m,2,4,yes,yes,,yes,
BÁN NHÀ THẠNH LÔC 15 AN PHÚ ĐÔNG QUẬN 12 CHDV 17 PHÒNG GÓC 2 MẶT TIỀN TN 720TR/N 14.5 TỶ,"14,5 tỷ",145,m²,Đường Thạnh Lộc 15,Phường An Phú Đông,Hồ Chí Minh,2025-10-13,17360873,,Cần bán,8m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,7m",27m,3,17,yes,yes,yes,yes,
MSP: 04 🌇🌇 SIÊU PHẨM NHÀ 4 TẦNG HOÀN THIỆN MỚI TINH – PHỐ ĐÀ NẴNG,"4,68 tỷ",50,m²,Đường Đà Nẵng,Phường Ngô Quyền,Hải Phòng,2025-10-13,17472081,,Cần bán,3m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,,4,4,yes,yes,yes,yes,
Siêu Phẩm Toà Nhà Góc 2 Mặt Tiền Mạc Đỉnh Chi Q.1-10x25m Hầm 10 tầng HĐT 500tr giá 239 tỷ.,239 tỷ,204,m²,Đường Mạc Đĩnh Chi,Phường Tân Định,Hồ Chí Minh,2025-10-13,17363286,Đông Nam,Cần bán,30m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,25m,11,12,,,,,
"Bán Góc 2MT Điện Biên Phủ P15 BT, DT 6x24m NH15m CN 235m², HĐT 150tr/th, Giá 53.9 Tỷ","53,9 tỷ",235,m²,Đường Điện Biên Phủ,Phường Gia Định,Hồ Chí Minh,2025-10-13,17482984,,Cần bán,50m,Nhà mặt tiền,,6m,24m,2,3,,,,,
