iter	RMSE
555	2.081873633
556	2.081546664
557	2.081260634
558	2.08120039
559	2.080137129
560	2.079251975
561	2.078753961
562	2.077463532
563	2.077231136
564	2.074888003
565	2.073829008
566	2.072767382
567	2.071403238
568	2.069626104
569	2.068844797
570	2.066480697
571	2.065460923
572	2.065327877
573	2.063353684
574	2.061985943
575	2.061871336
576	2.061646387
577	2.060550959
578	2.059483638
579	2.059054587
580	2.058998307
581	2.058573771
582	2.058081497
583	2.057741631
584	2.057255425
585	2.056405528
586	2.055159148
587	2.054225439
588	2.053571221
589	2.051256159
590	2.048857378
591	2.048101823
592	2.047419266
593	2.047372641
594	2.045373885
595	2.043483648
596	2.042628444
597	2.042189191
598	2.041848791
599	2.039885464
600	2.039732938
601	2.037740749
602	2.03631928
603	2.035278155
604	2.033883003
605	2.033645576
606	2.032780687
607	2.031311389
608	2.031084813
609	2.030927996
610	2.030893826
611	2.030291194
612	2.027122471
613	2.026069835
614	2.024790361
615	2.023294936
616	2.021898358
617	2.019501598
618	2.01779663
619	2.017032091
620	2.016713694
621	2.015069105
622	2.013422785
623	2.011120785
624	2.009876377
625	2.00882923
626	2.007956199
627	2.007873152
628	2.007779369
629	2.007667151
630	2.006284653
631	2.005001841
632	2.004261987
633	2.003443891
634	2.001763909
635	2.000598795
636	1.999844443
637	1.999692648
638	1.999115315
639	1.998930519
640	1.99811649
641	1.997543406
642	1.996967586
643	1.993991471
644	1.991057602
645	1.989341077
646	1.988061412
647	1.987995627
648	1.987215779
649	1.984474629
650	1.983809699
651	1.98297436
652	1.98223819
653	1.980257884
654	1.977842477
655	1.976869846
656	1.976091648
657	1.974768749
658	1.974659505
659	1.971950158
660	1.970990777
661	1.970921626
662	1.970022231
663	1.968869517
664	1.968399349
665	1.966815633
666	1.963974074
667	1.962361053
668	1.96036522
669	1.958780549
670	1.958614671
671	1.958457324
672	1.955796348
673	1.954193771
674	1.953045124
675	1.951753854
676	1.950357646
677	1.950001251
678	1.948343458
679	1.947377384
680	1.946289918
681	1.945241322
682	1.944486605
683	1.944070874
684	1.943570266
685	1.94261251
686	1.941656617
687	1.940070101
688	1.937103145
689	1.936384772
690	1.934863561
691	1.933922273
692	1.933853408
693	1.932615125
694	1.931916184
695	1.93016435
696	1.928901879
697	1.928410416
698	1.927987617
699	1.926687628
700	1.924614991
701	1.922912031
702	1.920544936
703	1.918947718
704	1.918300377
705	1.915808135
706	1.915615753
707	1.915460849
708	1.914890213
709	1.914733546
710	1.913909183
711	1.912876823
712	1.912002267
713	1.910571485
714	1.909664272
715	1.907794788
716	1.904239938
717	1.903961097
718	1.901660796
719	1.901559022
720	1.900220396
721	1.898876949
722	1.898351495
723	1.896640882
724	1.895862976
725	1.893329245
726	1.890686345
727	1.888846855
728	1.888791994
729	1.888140978
730	1.8870207
731	1.886992321
732	1.886896654
733	1.88505158
734	1.883867494
735	1.882530289
736	1.881945296
737	1.880626688
738	1.879110538
739	1.878151576
740	1.878025625
741	1.874988072
742	1.873281765
743	1.871133821
744	1.870894143
745	1.87074353
746	1.869440346
747	1.869353808
748	1.868906257
749	1.868809858
750	1.867608607
751	1.867095578
752	1.866686906
753	1.86526443
754	1.86490464
755	1.863828435
756	1.863358675
757	1.863154424
758	1.861764586
759	1.861440696
760	1.861419528
761	1.860991896
762	1.859665982
763	1.85768024
764	1.856906976
765	1.856884693
766	1.856416531
767	1.855409557
768	1.854999877
769	1.854642786
770	1.853212964
771	1.852438618
772	1.852036736
773	1.851042648
774	1.849396277
775	1.849369243
776	1.84888475
777	1.84811029
778	1.847210556
779	1.846726767
780	1.845625852
781	1.845310159
782	1.844512109
783	1.843930895
784	1.842812231
785	1.842100055
786	1.839770863
787	1.838983531
788	1.838195266
789	1.836743635
790	1.835036822
791	1.834775404
792	1.834098532
793	1.83364778
794	1.832595561
795	1.831466496
796	1.830548626
797	1.828822664
798	1.828734885
799	1.82864516
800	1.828505323
801	1.828009547
802	1.826835482
803	1.826061153
804	1.825951761
805	1.824963556
806	1.823155664
807	1.822483563
808	1.822348783
809	1.821315354
810	1.821287281
811	1.820340589
812	1.819256324
813	1.818150163
814	1.817207121
815	1.815834281
816	1.814775265
817	1.814564556
818	1.813484854
819	1.812266705
820	1.811353601
821	1.811268025
822	1.810162949
823	1.809094555
824	1.80768733
825	1.806497815
826	1.80556818
827	1.80443923
828	1.802829979
829	1.80194298
830	1.800964026
831	1.800634078
832	1.799951701
833	1.799043573
834	1.79810226
835	1.797581186
836	1.796776855
837	1.795537959
838	1.794943644
839	1.79229612
840	1.789280584
841	1.789020542
842	1.788490716
843	1.788437411
844	1.788295927
845	1.787641813
846	1.787322932
847	1.78549893
848	1.784511026
849	1.783135873
850	1.78154957
851	1.781474747
852	1.780365896
853	1.779707882
854	1.778278711
855	1.777889824
856	1.777832676
857	1.777753109
858	1.77728296
859	1.775178492
860	1.774398013
861	1.773371322
862	1.771804834
863	1.770606208
864	1.768959864
865	1.768871555
866	1.767031982
867	1.764059724
868	1.763277632
869	1.763187061
870	1.761817534
871	1.761782477
872	1.760273566
873	1.759881272
874	1.758759079
875	1.758535081
876	1.757883298
877	1.756921554
878	1.755909534
879	1.75451403
880	1.753569435
881	1.753472015
882	1.752827268
883	1.751459112
884	1.75116068
885	1.75063535
886	1.750078042
887	1.748463968
888	1.747040608
889	1.747010946
890	1.74618902
891	1.745776096
892	1.743535257
893	1.742094879
894	1.741953838
895	1.740604446
896	1.7399911
897	1.739613801
898	1.738334026
899	1.737218391
900	1.736698108
901	1.736627218
902	1.735219907
903	1.734552125
904	1.733141214
905	1.733077533
906	1.731668864
907	1.731168317
908	1.729515363
909	1.729228187
910	1.728921278
911	1.727850633
912	1.72772123
913	1.727670885
914	1.726960276
915	1.725839802
916	1.72542616
917	1.725082558
918	1.724104798
919	1.723482586
920	1.723378158
921	1.722081452
922	1.720618029
923	1.720352542
924	1.720005564
925	1.718823927
926	1.718534737
927	1.717813256
928	1.716097132
929	1.714310692
930	1.713919046
931	1.713176166
932	1.712398967
933	1.712187106
934	1.710558801
935	1.710453517
936	1.708555632
937	1.707888024
938	1.707494307
939	1.707066492
940	1.706760222
941	1.706612797
942	1.705921949
943	1.705395609
944	1.70425115
945	1.703548066
946	1.703373793
947	1.70281954
948	1.702589493
949	1.702540199
950	1.701419511
951	1.700312481
952	1.699599938
953	1.699246085
954	1.697619172
955	1.696935324
956	1.69691499
957	1.69649297
958	1.695317977
959	1.69425754
960	1.693787258
961	1.691682176
962	1.690838884
963	1.690168204
964	1.689251812
965	1.689012418
966	1.687787859
967	1.687399226
968	1.687374456
969	1.686857815
970	1.686226316
971	1.685969418
972	1.685596958
973	1.684261756
974	1.683390023
975	1.681343465
976	1.680144045
977	1.679597341
978	1.677857402
979	1.677036869
980	1.676081146
981	1.6748301
982	1.672973658
983	1.672494838
984	1.671683783
985	1.670692753
986	1.669898489
987	1.669177378
988	1.668532648
989	1.668145664
990	1.667886523
991	1.667266017
992	1.666333094
993	1.665531092
994	1.66428592
995	1.663873383
996	1.663507276
997	1.663233631
998	1.662879743
999	1.661748858
